address,availability_date,construction_year,floors,current_state,habitable_area,rent,charges,energy_consumption
"Chaussée de Wavre 
    
    | 1050 - Elsene",13/06/2018,"",4,Uitstekende staat,70 m2,€ 990 /maand,€ 74,134 kWu/m2
"Place du Roi Vainqueur 1
    
    | 1040 - Etterbeek","",1958,"",Uitstekende staat,100 m2,€ 990 /maand,€ 180,""
"1140 Evere
    
    |
    
      Adres aanvragen","",2005,6,Uitstekende staat,90 m2,€ 990 /maand,€ 140,""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","",1977,13,Uitstekende staat,87 m2,€ 990 /maand,€ 170,338 kWu/m2
"","","","","","","","",""
"Chaussée de Wavre 52
    
    | 1050 - Elsene",15/04/2018,"",6,Uitstekende staat,105 m2,€ 990 /maand,€ 225,308 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","","",6,"",110 m2,€ 990 /maand,€ 150,173 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen","","","","",91 m2,€ 990 /maand,€ 140,126 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen",05/03/2018,"","",Uitstekende staat,95 m2,€ 985 /maand,€ 80,""
"Avenue du Frioul 4
    
    | 1140 - Evere","","","",Uitstekende staat,95 m2,€ 990 /maand,"",""
"1000 Brussel
    
    |
    
      Adres aanvragen","","",4,Goede staat,50 m2,€ 990 /maand,€ 60,""
"","","","","","","","",""
"rue des Egyptiens 4
    
    | 1050 - Elsene","",1957,4,Uitstekende staat,86 m2,€ 980 /maand,€ 75,161 kWu/m2
"Rue d'Argile 17
    
    | 1150 - WOLUWE-SAINT-PIERRE","",2009,3,"",85 m2,€ 985 /maand,€ 35,130 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen","",1958,6,Goede staat,101 m2,€ 990 /maand,€ 180,""
"Place du Roi Vainqueur 21 
    bus 0
    | 1040 - Etterbeek",15/05/2018,"",6,"",95 m2,€ 990 /maand,€ 160,""
"1000 Brussel
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,98 m2,€ 990 /maand,€ 130,189 kWu/m2
"1090 Jette
    
    |
    
      Adres aanvragen",01/03/2018,2012,6,Goede staat,81 m2,€ 990 /maand,€ 100,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",1970,5,Goede staat,60 m2,€ 990 /maand,€ 190,206 kWu/m2
"Rue Picard 36
    
    | 1080 - Molenbeek-Saint-Jean",01/06/2018,"",4,"",133 m2,€ 980 /maand,€ 60,124 kWu/m2
"RUE DE L'ESCADRON 29
    
    | 1040 - Etterbeek","","",3,Vernieuwd,75 m2,€ 990 /maand,"",""
"Avenue Andre Drouart 3
    
    | 1160 - Oudergem",01/06/2018,"",3,Uitstekende staat,87 m2,€ 980 /maand,€ 160,97 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",7,Goede staat,75 m2,€ 990 /maand,€ 180,314 kWu/m2
"Avenue du Paepedelle 30
    bus 6
    | 1160 - Oudergem","","",4,Vernieuwd,100 m2,€ 990 /maand,€ 175,160 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen",01/02/2018,2005,"",Goede staat,97 m2,€ 990 /maand,€ 140,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,Vernieuwd,85 m2,€ 990 /maand,€ 150,""
"1190 Vorst
    
    |
    
      Adres aanvragen",01/03/2018,"",4,Goede staat,100 m2,€ 980 /maand,€ 70,334 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",3,Uitstekende staat,90 m2,€ 990 /maand,€ 175,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","",1956,6,"",95 m2,€ 990 /maand,€ 160,275 kWu/m2
"avenue Brillat-Savarin 39
    bus 1050
    | 1050 - Elsene","","",3,Goede staat,80 m2,€ 990 /maand,€ 125,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","","",Goede staat,100 m2,€ 980 /maand,€ 50,""
"","","","","","","","",""
"1050 Elsene
    
    |
    
      Adres aanvragen",16/05/2018,"",3,Vernieuwd,100 m2,€ 990 /maand,€ 100,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",85 m2,€ 990 /maand,€ 130,189 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",01/02/2018,"",6,Uitstekende staat,"",€ 990 /maand,€ 65,170 kWu/m2
"Avenue du Château 59
    
    | 1080 - Molenbeek-Saint-Jean","",2015,7,Uitstekende staat,85 m2,€ 990 /maand,€ 150,62 kWu/m2
"avenue auguste rodin 7
    bus 4A
    | 1050 - Ixelles","",2005,4,Uitstekende staat,100 m2,€ 990 /maand,€ 100,199 kWu/m2
"Jean-Baptiste Labarrestraat 22
    
    | 1180 - Ukkel","","",3,Goede staat,85 m2,€ 990 /maand,€ 150,""
"Avenue de Mai 267
    
    | 1200 - Woluwe-Saint-Lambert",01/05/2018,"",3,Uitstekende staat,85 m2,€ 990 /maand,€ 25,276 kWu/m2
"Jef Devosstraat 42/gkv
    
    | 1190 - Vorst","",1940,"",Uitstekende staat,"",€ 980 /maand,"",267 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",28/02/2018,1964,9,Goede staat,116 m2,€ 980 /maand,€ 190,151 kWu/m2
"rue de l'Etang 161
    
    | 1040 - Etterbeek",01/05/2018,1980,1,Uitstekende staat,75 m2,€ 980 /maand,€ 50,""
"1140 Evere
    
    |
    
      Adres aanvragen",08/02/2018,2005,6,Uitstekende staat,91 m2,€ 990 /maand,€ 140,144 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen","",2005,3,Uitstekende staat,85 m2,€ 990 /maand,"",134 kWu/m2
"","","","","","","","",""
"Square Ambiorix 32
    
    | 1000 - Brussel","","","",Uitstekende staat,78 m2,€ 990 /maand,€ 130,145 kWu/m2
"","","","","","","","",""
"1050 brussels
    
    |
    
      Adres aanvragen",01/04/2018,1958,6,Goede staat,85 m2,€ 990 /maand,€ 150,""
"Place du Roi Vainqueur 21
    
    | 1040 - Etterbeek","",1956,6,Goede staat,95 m2,€ 990 /maand,€ 160,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",15/05/2018,"",3,Goede staat,70 m2,€ 980 /maand,€ 100,1 108 kWu/m2
"Ambiorixsquare 23
    
    | 1000 - Brussel","","","","",90 m2,€ 990 /maand,€ 200,203 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/03/2018,1970,7,Uitstekende staat,115 m2,€ 990 /maand,"",430 kWu/m2
"1200 WOLUWE ST LAMBERT
    
    |
    
      Adres aanvragen",15/04/2018,"",14,"",85 m2,€ 990 /maand,€ 180,292 kWu/m2
"avenue du Derby 51
    bus 4dr
    | 1050 - Elsene",01/07/2018,"","","",90 m2,€ 985 /maand,€ 130,250 kWu/m2
"","","","","","","","",""
"chaussée d'Etterbeel 62
    
    | 1040 - Etterbeek","","",7,Uitstekende staat,85 m2,€ 990 /maand,€ 170,189 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","","",Uitstekende staat,85 m2,€ 990 /maand,"",292 kWu/m2
"zoomlaan 17
    
    | 1050 - Elsene","","","","","",€ 990 /maand,"",170 kWu/m2
"Rue des Grands Carmes 04
    
    | 1000 - Bruxelles ville",15/04/2018,"",3,Goede staat,125 m2,€ 990 /maand,€ 30,278 kWu/m2
"Rue Monrose 66
    
    | 1030 - Schaarbeek","",1930,"",Uitstekende staat,120 m2,€ 990 /maand,"",""
"rue de l'Amazone 18
    
    | 1050 - Elsene","","",4,"",100 m2,€ 980 /maand,"",""
"75 rue defacqz 75
    bus 28
    | 1060 - St-Gillis","","","","",90 m2,€ 980 /maand,€ 230,""
"avenue des phalènes 32
    
    | 1050 - Elsene",01/04/2018,1935,"","",100 m2,€ 990 /maand,€ 275,""
"rue des Pêcheries 81
    
    | 1170 - Watermaal-Bosvoorde","","",7,"","",€ 980 /maand,€ 110,""
"1210 Saint-Josse-ten-Noode
    
    |
    
      Adres aanvragen","",1960,4,Vernieuwd,95 m2,€ 990 /maand,"",341 kWu/m2
"1180 Uccle
    
    |
    
      Adres aanvragen","",1980,4,Uitstekende staat,118 m2,€ 980 /maand,"",""
"Avenue de l'Armée 51
    
    | 1040 - Etterbeek",15/06/2018,"",6,Goede staat,92 m2,€ 990 /maand,€ 180,""
"rue de la réforme 76
    
    | 1050 - Elsene","","",3,"",87 m2,€ 980 /maand,€ 80,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","",Uitstekende staat,80 m2,€ 980 /maand,€ 80,678 kWu/m2
"Rue Royale 101
    
    | 1000 - Bruxelles","","","","",80 m2,€ 985 /maand,"",""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/04/2018,1958,6,"",85 m2,€ 990 /maand,€ 150,227 kWu/m2
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen","",1996,5,"",100 m2,€ 990 /maand,€ 100,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen","","","","",98 m2,€ 990 /maand,€ 130,189 kWu/m2
"","","","","","","","",""
"Avenue du Diamant 149
    
    | 1030 - Schaarbeek",01/05/2018,"","","",100 m2,€ 990 /maand,€ 50,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen","","","","",120 m2,€ 980 /maand,€ 200,601 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","","",90 m2,€ 980 /maand,"",""
"Rue de la Duchesse 34
    bus 7
    | 1200 - Sint-Lambrechts-Woluwe",14/03/2018,"",5,Uitstekende staat,100 m2,€ 990 /maand,€ 80,292 kWu/m2
"Rue de la Rive 72
    
    | 1200 - Woluwe-Saint-Lambert",01/06/2018,1972,3,Uitstekende staat,90 m2,€ 990 /maand,€ 260,148 kWu/m2
"Avenue Albertyn 75
    
    | 1200 - Woluwé-Saint-Lambert",01/07/2018,1900,4,Uitstekende staat,130 m2,€ 990 /maand,€ 190,349 kWu/m2
"Avenue Herbert Hoover 44
    
    | 1200 - Woluwe-Saint-Lambert",19/10/2017,1970,4,Goede staat,90 m2,€ 1.000 /maand,€ 150,357 kWu/m2
"Avenue du Diamant 149
    bus 2
    | 1030 - Schaarbeek",01/05/2018,1910,4,Uitstekende staat,110 m2,€ 990 /maand,€ 50,321 kWu/m2
"","","","","","","","",""
"","","","","","","","",""
"Rue Jean-Baptiste Labarre 22
    bus x
    | 1180 - Ukkel","",1960,4,Vernieuwd,80 m2,€ 990 /maand,€ 150,184 kWu/m2
"Rue de la Duchesse 34
    bus 7
    | 1200 - Sint-Lambrechts-Woluwe",14/03/2018,"","",Uitstekende staat,100 m2,€ 990 /maand,€ 80,292 kWu/m2
"Rue Ginette Javaux 1-13
    
    | 1160 - Oudergem",01/01/2018,2013,4,Uitstekende staat,"",€ 800 - € 1.260,"",""
"Avenue Ernest Cambier 47
    
    | 1030 - Schaarbeek",01/06/2018,1960,8,Goede staat,124 m2,€ 1.000 /maand,"",155 kWu/m2
"Avenue Louise 133
    
    | 1000 - Bruxelles",24/02/2018,1950,5,Goede staat,100 m2,€ 1.000 /maand,€ 220,67 kWu/m2
"Nieuwland 52
    bus 28
    | 1000 - Brussel",24/01/2018,2016,"",Uitstekende staat,115 m2,€ 995 /maand,"",116 kWu/m2
"Rue du Frioul 10
    bus x
    | 1140 - Evere",23/02/2018,"",4,Uitstekende staat,91 m2,€ 990 /maand,€ 90,""
"Rue de Tenbosch 85
    
    | 1050 - Elsene","",1975,12,Vernieuwd,100 m2,€ 995 /maand,€ 200,""
"","","","","","","","",""
"MONTAGNE.AU CHAUDRON 7
    
    | 1150 - St-Pieters-Woluwe",01/09/2018,1960,5,Uitstekende staat,95 m2,€ 1.000 /maand,€ 200,""
"","","","","","","","",""
"Rue des Poissonniers 8
    
    | 1000 - BRUXELLES","","",5,Goede staat,98 m2,€ 990 /maand,€ 130,""
"","","","","","","","",""
"","","","","","","","",""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/05/2018,1950,5,Uitstekende staat,95 m2,€ 1.000 /maand,€ 130,183 kWu/m2
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen","",1960,6,Goede staat,115 m2,€ 995 /maand,€ 200,""
"Avenue Cicéron 17
    bus 56
    | 1140 - Evere",01/04/2018,2015,15,Uitstekende staat,94 m2,€ 990 /maand,€ 95,""
"","","","","","","","",""
"avenue du Frioul 10 
    bus 0
    | 1140 - Evere",01/02/2018,2005,6,"",89 m2,€ 990 /maand,€ 140,144 kWu/m2
"Rue du Frioul 2,x
    
    | 1140 - Evere",01/03/2018,2005,7,Uitstekende staat,95 m2,€ 990 /maand,€ 140,""
"Burgemeester Etienne Demunterlaan 15
    bus 2H3
    | 1090 - Jette","",2014,"",Uitstekende staat,82 m2,€ 995 /maand,€ 75,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen",01/12/2017,2018,5,"",90 m2,€ 1.000 /maand,€ 130,100 kWu/m2
"","","","","","","","",""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",5,Goede staat,120 m2,€ 999 /maand,€ 190,222 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen",16/03/2018,2017,7,"",85 m2,€ 1.000 /maand,€ 130,100 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen",01/11/2017,2017,"","","",€ 600 - € 1.000,"",180 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",01/05/2018,1964,5,"",94 m2,€ 1.000 /maand,€ 150,275 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",15/03/2018,1962,5,Uitstekende staat,100 m2,€ 1.000 /maand,€ 150,369 kWu/m2
"","","","","","","","",""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",14/02/2018,2016,8,"",95 m2,€ 1.000 /maand,€ 100,80 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",15/01/2018,1960,3,Uitstekende staat,80 m2,€ 1.000 /maand,€ 55,105 kWu/m2
"","","","","","","","",""
"Boulevard Reyers 4
    
    | 1030 - Schaarbeek","","",4,"",105 m2,€ 990 /maand,"",""
"1180 ---
    
    |
    
      Adres aanvragen",01/07/2018,1930,"",Uitstekende staat,100 m2,€ 1.000 /maand,€ 60,257 kWu/m2
"1150 WOLUWE-SAINT-PIERRE
    
    |
    
      Adres aanvragen",27/03/2018,1960,3,Uitstekende staat,80 m2,€ 1.000 /maand,"",""
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen","","",4,Uitstekende staat,90 m2,€ 995 /maand,€ 90,115 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen",01/04/2018,2017,5,"",88 m2,€ 1.000 /maand,€ 130,100 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",15/04/2018,"",3,Vernieuwd,90 m2,€ 1.000 /maand,€ 125,346 kWu/m2
"Chaussée de Wavre 
    
    | 1050 - Elsene",13/06/2018,"",4,Uitstekende staat,70 m2,€ 990 /maand,€ 74,134 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",26/03/2018,2005,4,Goede staat,110 m2,€ 1.000 /maand,€ 70,""
"Avenue Auguste Rodin 20
    
    | 1050 - Elsene",01/06/2018,"",8,Goede staat,80 m2,€ 1.000 /maand,"",""
"Place du Roi Vainqueur 1
    
    | 1040 - Etterbeek","",1958,"",Uitstekende staat,100 m2,€ 990 /maand,€ 180,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",13/04/2018,1960,3,Vernieuwd,80 m2,€ 1.000 /maand,"",""
"1140 Evere
    
    |
    
      Adres aanvragen","",2005,6,Uitstekende staat,90 m2,€ 990 /maand,€ 140,""
"","","","","","","","",""
"Avenue de Broqueville 273/3G
    
    | 1200 - Woluwe-Saint-Lambert","","",6,Vernieuwd,115 m2,€ 995 /maand,€ 200,142 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","",1977,13,Uitstekende staat,87 m2,€ 990 /maand,€ 170,338 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/07/2018,1930,1,Goede staat,100 m2,€ 1.000 /maand,€ 60,257 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","","",Op te frissen,95 m2,€ 1.000 /maand,€ 180,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",2017,9,"",80 m2,€ 1.000 /maand,€ 175,75 kWu/m2
"1160 Oudergem
    
    |
    
      Adres aanvragen",01/06/2018,"",3,Goede staat,95 m2,€ 995 /maand,€ 250,362 kWu/m2
"Chaussée de Wavre 52
    
    | 1050 - Elsene",15/04/2018,"",6,Uitstekende staat,105 m2,€ 990 /maand,€ 225,308 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",12/04/2018,"",7,Goede staat,75 m2,€ 1.000 /maand,€ 180,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",6,"",110 m2,€ 990 /maand,€ 150,173 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/08/2017,"",2,"",70 m2,€ 1.000 /maand,€ 50,""
"1140 Evere
    
    |
    
      Adres aanvragen","","","","",91 m2,€ 990 /maand,€ 140,126 kWu/m2
"Chaussée de la Hulpe 347
    
    | 1170 - Watermaal-Bosvoorde",15/04/2018,"","","",75 m2,€ 1.000 /maand,€ 150,599 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/08/2017,"",2,"",65 m2,€ 1.000 /maand,€ 25,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","",Uitstekende staat,90 m2,€ 1.000 /maand,"",140 kWu/m2
"1200 St-Lambrechts-Woluwe
    
    |
    
      Adres aanvragen",01/05/2018,"",4,Uitstekende staat,95 m2,€ 1.000 /maand,€ 100,""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/04/2018,"",6,"",110 m2,€ 1.000 /maand,€ 200,""
"Avenue du Frioul 4
    
    | 1140 - Evere","","","",Uitstekende staat,95 m2,€ 990 /maand,"",""
"Avenue Marcel Thiry, 204 
    bus 0
    | 1200 - Woluwé-Saint-Lambert",27/04/2018,2017,8,"",91 m2,€ 995 /maand,€ 190,""
"1000 Brussel
    
    |
    
      Adres aanvragen","","",4,Goede staat,50 m2,€ 990 /maand,€ 60,""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/05/2018,2016,3,"",75 m2,€ 1.000 /maand,€ 150,""
"Boulevard de waterloo 77
    
    | 1050 - Elsene","",2017,6,"",85 m2,€ 1.000 /maand,€ 180,60 kWu/m2
"","","","","","","","",""
"Boulevard du Neuvieme de Ligne 
    
    | 1000 - Bruxelles",01/05/2018,1928,7,Uitstekende staat,108 m2,€ 1.000 /maand,"",285 kWu/m2
"","","","","","","","",""
"Steenkoolkaai 7
    
    | 1000 - Brussel","","",7,Goede staat,110 m2,€ 1.000 /maand,"",221 kWu/m2
"","","","","","","","",""
"1050 Elsene
    
    |
    
      Adres aanvragen",15/04/2018,1900,5,Vernieuwd,85 m2,€ 1.000 /maand,€ 110,246 kWu/m2
"Place du Roi Vainqueur 21 
    bus 0
    | 1040 - Etterbeek",15/05/2018,"",6,"",95 m2,€ 990 /maand,€ 160,""
"Rue notre dame du sommeil 38
    
    | 1000 - Bruxelles","",2017,5,"",105 m2,€ 1.000 /maand,€ 125,42 kWu/m2
"1000 Brussel
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,98 m2,€ 990 /maand,€ 130,189 kWu/m2
"Chaussée de Louvain 1220
    
    | 1200 - Woluwe-Saint-Lambert","",2010,5,Uitstekende staat,80 m2,€ 995 /maand,€ 85,126 kWu/m2
"","","","","","","","",""
"","","","","","","","",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",1970,5,Goede staat,60 m2,€ 990 /maand,€ 190,206 kWu/m2
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Rue notre dame du sommeil 38
    
    | 1000 - Bruxelles","",2017,3,"",95 m2,€ 1.000 /maand,€ 125,42 kWu/m2
"Rue notre dame du sommeil 38
    
    | 1000 - Bruxelles","",2017,3,"",95 m2,€ 1.000 /maand,€ 125,42 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",7,Goede staat,75 m2,€ 990 /maand,€ 180,314 kWu/m2
"Rue Roosendael 125
    
    | 1190 - Vorst","","",3,"",95 m2,€ 1.000 /maand,"",""
"Avenue du Paepedelle 30
    bus 6
    | 1160 - Oudergem","","",4,Vernieuwd,100 m2,€ 990 /maand,€ 175,160 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",29/03/2018,"",7,Uitstekende staat,115 m2,€ 995 /maand,€ 200,142 kWu/m2
"Avenue Emile Max 181
    
    | 1030 - Schaarbeek","","",5,"",70 m2,€ 1.000 /maand,€ 180,""
"Avenue de Broqueville 273
    
    | 1200 - St-Lambrechts-Woluwe",16/03/2018,1960,1,Vernieuwd,115 m2,€ 995 /maand,€ 200,142 kWu/m2
"Avenue Molière 145
    
    | 1190 - Vorst",26/03/2018,"",8,"",100 m2,€ 1.000 /maand,"",""
"Rue des Fabriques 51
    
    | 1000 - Bruxelles","",2018,5,"",105 m2,€ 1.000 /maand,€ 150,44 kWu/m2
"Rue des Fabriques 51
    
    | 1000 - Bruxelles","",2018,5,"",105 m2,€ 1.000 /maand,€ 150,44 kWu/m2
"1160 Oudergem
    
    |
    
      Adres aanvragen",01/11/2017,2015,4,Uitstekende staat,77 m2,€ 1.000 /maand,€ 185,94 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen",01/02/2018,2005,"",Goede staat,97 m2,€ 990 /maand,€ 140,""
"1150 Sint-Pieters-Woluwe
    
    |
    
      Adres aanvragen",01/03/2018,1999,4,"",110 m2,€ 1.000 /maand,€ 70,""
"115, Boulevard Louis Schmidt 115
    
    | 1040 - Etterbeek",24/04/2018,"","",Uitstekende staat,102 m2,€ 1.000 /maand,€ 220,""
"1160 Oudergem
    
    |
    
      Adres aanvragen",03/06/2018,1984,2,"",100 m2,€ 995 /maand,€ 250,362 kWu/m2
"Avenue de la Basilique 319
    
    | 1081 - Koekelberg",01/05/2018,"",9,"",90 m2,€ 1.000 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,Vernieuwd,85 m2,€ 990 /maand,€ 150,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",3,Uitstekende staat,90 m2,€ 990 /maand,€ 175,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","",1956,6,"",95 m2,€ 990 /maand,€ 160,275 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","",1995,4,Uitstekende staat,90 m2,€ 1.000 /maand,€ 250,""
"avenue Brillat-Savarin 39
    bus 1050
    | 1050 - Elsene","","",3,Goede staat,80 m2,€ 990 /maand,€ 125,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",16/04/2018,"",4,"",75 m2,€ 1.000 /maand,€ 50,""
"1160 BRUXELLES 16
    
    |
    
      Adres aanvragen","",2010,3,"",70 m2,€ 1.000 /maand,€ 150,199 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,"",90 m2,€ 990 /maand,€ 175,184 kWu/m2
"Rue des Trois Ponts 33
    
    | 1160 - Oudergem",31/05/2018,"",3,Goede staat,90 m2,€ 995 /maand,"",208 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",16/05/2018,"",3,Vernieuwd,100 m2,€ 990 /maand,€ 100,""
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen",22/12/2017,"","",Uitstekende staat,"",€ 1.000 /maand,€ 50,199 kWu/m2
"","","","","","","","",""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",85 m2,€ 990 /maand,€ 130,189 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","","",130 m2,€ 1.000 /maand,€ 130,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",01/02/2018,"",6,Uitstekende staat,"",€ 990 /maand,€ 65,170 kWu/m2
"Avenue du Château 59
    
    | 1080 - Molenbeek-Saint-Jean","",2015,7,Uitstekende staat,85 m2,€ 990 /maand,€ 150,62 kWu/m2
"avenue auguste rodin 7
    bus 4A
    | 1050 - Ixelles","",2005,4,Uitstekende staat,100 m2,€ 990 /maand,€ 100,199 kWu/m2
"Jean-Baptiste Labarrestraat 22
    
    | 1180 - Ukkel","","",3,Goede staat,85 m2,€ 990 /maand,€ 150,""
"Rue Maurice Charlent 47
    
    | 1160 - Oudergem",01/03/2018,1984,2,Goede staat,100 m2,€ 1.000 /maand,€ 250,""
"Avenue de Mai 267
    
    | 1200 - Woluwe-Saint-Lambert",01/05/2018,"",3,Uitstekende staat,85 m2,€ 990 /maand,€ 25,276 kWu/m2
"Genèvestraat 4/715
    
    | 1140 - Evere",15/06/2018,2017,"","",74 m2,€ 995 /maand,€ 150,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen",01/12/2017,2017,5,"",90 m2,€ 1.000 /maand,€ 130,100 kWu/m2
"Rue Wayenberg 51
    
    | 1050 - Elsene","",1910,4,Goede staat,100 m2,€ 1.000 /maand,€ 160,158 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen",08/02/2018,2005,6,Uitstekende staat,91 m2,€ 990 /maand,€ 140,144 kWu/m2
